阿富汗              	N    	place|地方,country|国家,ProperName|专,(Asia|亚洲)
阿富汗尼            	N    	money|货币,(Afghanistan|阿富汗)
阿富汗人            	N    	human|人,(Afghan|阿富汗)
阿根廷              	ADJ  	aValue|属性值,attachment|归属,#country|国家,ProperName|专,(Argentina|阿根廷)
阿根廷              	N    	place|地方,country|国家,ProperName|专,(South America|南美)
阿根廷人            	N    	human|人,(Argentina|阿根廷)
阿狗阿猫            	N    	human|人,ordinary|普
阿胶                	N    	medicine|药物
阿克拉              	N    	place|地方,capital|国都,ProperName|专,(Ghana|加纳)
阿拉伯              	ADJ  	aValue|属性值,attachment|归属,#country|国家,ProperName|专,(Asia|亚洲)
阿拉伯              	N    	place|地方,ProperName|专,(Asia|亚洲)
阿拉伯联合酋长国    	ADJ  	aValue|属性值,attachment|归属,#country|国家,ProperName|专,(Emirates|阿联酋)
阿拉伯联合酋长国    	N    	place|地方,country|国家,ProperName|专,(Asia|亚洲)
阿拉伯人            	N    	human|人,(Arab|阿拉伯)
阿拉伯数字          	N    	symbol|符号,#quantity|数量
阿拉伯语            	N    	language|语言,#country|国家,ProperName|专
阿拉法特            	N    	human|人,official|官,politics|政,ProperName|专,(Palestine|巴勒斯坦)
阿拉斯加            	N    	place|地方,provincial|省,ProperName|专,(US|美国)
阿联酋              	ADJ  	aValue|属性值,attachment|归属,#country|国家,ProperName|专,(Emirates|阿联酋)
阿联酋              	N    	place|地方,country|国家,ProperName|专,(Asia|亚洲)
阿曼                	ADJ  	aValue|属性值,attachment|归属,#country|国家,ProperName|专,(Oman|阿曼)
阿曼                	N    	place|地方,country|国家,ProperName|专,(Asia|亚洲)
阿曼里亚尔          	N    	money|货币,(Oman|阿曼)
阿猫阿狗            	N    	human|人,ordinary|普
阿米巴              	N    	bacteria|微生物
阿米巴痢疾          	N    	disease|疾病
阿摩尼亚            	N    	medicine|药物
阿姆哈拉语          	N    	language|语言,#country|国家,ProperName|专
阿姆斯特丹          	N    	place|地方,capital|国都,ProperName|专,(Netherlands|荷兰)
阿皮亚              	N    	place|地方,capital|国都,ProperName|专,(Western Samoa|西萨摩亚)
阿片                	N    	medicine|药物,?addictive|嗜好物
阿婆                	N    	human|人,aged|老,female|女
阿婆                	N    	human|人,family|家,female|女
阿萨姆语            	N    	language|语言,#country|国家,ProperName|专
阿塞拜疆            	ADJ  	aValue|属性值,attachment|归属,#country|国家,ProperName|专,(Azerbaijan |阿塞拜疆)
阿塞拜疆            	N    	place|地方,country|国家,ProperName|专,(Asia|亚洲)
阿塞拜疆语          	N    	language|语言,#country|国家,ProperName|专
阿司匹林            	N    	medicine|药物
阿托品              	N    	medicine|药物
阿姨                	N    	human|人,#occupation|职位,*TakeCare|照料,*teach|教,female|女
阿姨                	N    	human|人,family|家,female|女
阿訇                	N    	human|人,religion|宗教
阿谀                	V    	please|取悦
埃                  	N    	place|地方,country|国家,ProperName|专,(Egypt|埃及)
埃                  	N    	place|地方,country|国家,ProperName|专,(Ethiopia|埃塞俄比亚)
埃及                	ADJ  	aValue|属性值,attachment|归属,#country|国家,ProperName|专,(Egypt|埃及)
埃及                	N    	place|地方,country|国家,ProperName|专,(Africa|非洲)
埃及镑              	N    	money|货币,(Egypt|埃及)
埃及人              	N    	human|人,(Egypt|埃及)
埃塞俄比亚          	ADJ  	aValue|属性值,attachment|归属,#country|国家,ProperName|专,(Ethiopia|埃塞俄比亚)
埃塞俄比亚          	N    	place|地方,country|国家,ProperName|专,(Africa|非洲)
埃塞俄比亚人        	N    	human|人,(Ethiopia|埃塞俄比亚)
埃斯库多            	N    	money|货币,(Cape Verde|佛得角)
埃斯库多            	N    	money|货币,(Portugal|葡萄牙)
挨                  	V    	BeNear|靠近
挨                  	V    	delay|拖延
挨                  	V    	do|做,manner=regular|定期
挨                  	V    	endure|忍耐
挨                  	V    	pass|度过
挨                  	V    	suffer|遭受
挨次                	ADV  	aValue|属性值,sequence|次序,regular|定期
挨打                	V    	suffer|遭受,content=beat|打
挨饿                	V    	suffer|遭受,content=HungryThirsty|饥渴
挨个                	ADV  	aValue|属性值,sequence|次序,InSequence|有序
挨家挨户            	ADV  	aValue|属性值,sequence|次序,InSequence|有序
挨近                	V    	BeNear|靠近
挨近                	V    	approach|接近
挨骂                	V    	suffer|遭受,content=ExpressAgainst|谴责
挨门挨户            	ADV  	aValue|属性值,sequence|次序,InSequence|有序
挨门逐户            	ADV  	aValue|属性值,sequence|次序,InSequence|有序
挨着                	ADV  	aValue|属性值,sequence|次序,InSequence|有序
挨揍                	V    	suffer|遭受,content=beat|打
哎                  	ECHO 	{comment|评论}
哎呀                	ECHO 	{comment|评论}
哎哟                	ECHO 	{comment|评论}
唉                  	ECHO 	{comment|评论}
唉声叹气            	V    	sigh|叹气
哀                  	V    	pity|怜悯
哀                  	V    	sorrowful|悲哀
哀愁                	V    	sorrowful|悲哀
哀悼                	V    	condole|致哀
哀告                	V    	request|要求
哀嚎                	V    	cry|喊,manner=sorrowful|悲哀
哀号                	V    	weep|哭泣,manner=sorrowful|悲哀
哀鸿遍野            	ADJ  	aValue|属性值,circumstances|境况,miserable|惨,undesired|莠
哀呼                	V    	cry|喊,manner=sorrowful|悲哀
哀叫                	V    	cry|喊,manner=sorrowful|悲哀
哀乐                	N    	music|音乐,*condole|致哀
哀怜                	V    	pity|怜悯
哀鸣                	V    	cry|喊,manner=sorrowful|悲哀
哀鸣                	V    	weep|哭泣,manner=sorrowful|悲哀
哀求                	V    	request|要求
哀伤                	V    	sorrowful|悲哀
哀思                	N    	emotion|情感,sorrowful|悲哀
哀叹                	V    	sigh|叹气
哀痛                	V    	sorrowful|悲哀
哀怨                	V    	sorrowful|悲哀
哀矜                	V    	pity|怜悯
皑                  	ADJ  	aValue|属性值,color|颜色,white|白
皑皑                	ADJ  	aValue|属性值,color|颜色,white|白
癌                  	N    	disease|疾病
癌变                	N    	disease|疾病
癌瘤                	N    	disease|疾病
癌魔                	N    	disease|疾病
癌细胞              	N    	part|部件,%AnimalHuman|动物,*CauseToDo|使动,#disease|疾病,#medical|医
癌症                	N    	disease|疾病
癌症前期            	ADJ  	aValue|属性值,time|时间,InFront|前,#disease|疾病
癌肿                	N    	disease|疾病
蔼                  	ADJ  	aValue|属性值,behavior|举止,kindhearted|善,desired|良
蔼然可亲            	ADJ  	aValue|属性值,behavior|举止,kindhearted|善,desired|良
矮                  	ADJ  	aValue|属性值,height|高度,low|矮
矮                  	ADJ  	aValue|属性值,rank|等级,LowRank|低等
矮凳                	N    	furniture|家具,@sit|坐蹲
矮墩墩              	ADJ  	aValue|属性值,fatness|胖瘦,fat|胖
矮个儿              	N    	human|人,low|矮
矮化                	V    	PlayDown|贬低
矮胖                	ADJ  	aValue|属性值,fatness|胖瘦,fat|胖
矮人                	N    	human|人,low|矮
矮小                	ADJ  	aValue|属性值,height|高度,low|矮
矮子                	N    	human|人,low|矮
艾                  	N    	FlowerGrass|花草,?medicine|药物
艾                  	ADJ  	aValue|属性值,prettiness|美丑,beautiful|美,desired|良
艾                  	N    	character|文字,surname|姓,human|人,ProperName|专
艾                  	V    	punish|处罚,police|警
艾马拉语            	N    	language|语言,#country|国家,ProperName|专
艾绒                	N    	tool|用具,*cure|医治
艾森豪威尔          	N    	human|人,official|官,politics|政,ProperName|专,(US|美国)
艾滋病              	N    	disease|疾病
碍                  	V    	obstruct|阻止
碍口                	ADJ  	aValue|属性值,easiness|难易,difficult|难,mention|提及,undesired|莠
碍难                	ADJ  	aValue|属性值,easiness|难易,difficult|难,undesired|莠
碍事                	ADJ  	FitNot|不适
碍事                	V    	FitNot|不适
碍事                	ADJ  	aValue|属性值,importance|主次,important|主
碍手碍脚            	ADJ  	FitNot|不适
碍眼                	ADJ  	aValue|属性值,prettiness|美丑,ugly|丑,undesired|莠
爱                  	V    	AptTo|易于
爱                  	V    	FondOf|喜欢
爱                  	N    	emotion|情感,love|爱恋,desired|良
爱                  	V    	like|爱惜
爱                  	V    	love|爱恋
爱不释手            	V    	like|爱惜
爱称                	N    	attribute|属性,name|姓名,&human|人,intimate|亲
爱搭不理            	ADJ  	aValue|属性值,behavior|举止,indifferent|漠,undesired|莠
爱达荷              	N    	place|地方,provincial|省,ProperName|专,(US|美国)
爱戴                	V    	respect|敬佩
爱迪生              	N    	human|人,ProperName|专
爱丁堡              	N    	place|地方,capital|国都,ProperName|专,(Scotland|苏格兰)
爱尔兰              	ADJ  	aValue|属性值,attachment|归属,#country|国家,ProperName|专,(Ireland|爱尔兰)
爱尔兰              	N    	place|地方,country|国家,ProperName|专,(Europe|欧洲)
爱尔兰镑            	N    	money|货币,(Ireland|爱尔兰)
爱尔兰语            	N    	language|语言,#country|国家,ProperName|专
爱发牢骚            	ADJ  	aValue|属性值,behavior|举止,BadTemper|坏脾气,ExpressDissatisfaction|示不满
爱抚                	N    	ShowLove|示爱
爱国                	ADJ  	aValue|属性值,behavior|举止,faithful|忠,*like|爱惜,#country|国家
爱国                	V    	like|爱惜,target=country|国家
爱国心              	N    	emotion|情感,like|爱惜,#country|国家,desired|良
爱国者              	N    	human|人,*like|爱惜,#country|国家,desired|良
爱国主义            	N    	emotion|情感,like|爱惜,#country|国家,desired|良
爱好                	V    	FondOf|喜欢
爱好                	N    	emotion|情感,FondOf|喜欢
爱好                	N    	fact|事情,$FondOf|喜欢,#WhileAway|消闲
爱好者              	N    	human|人,*FondOf|喜欢,#WhileAway|消闲
爱护                	V    	like|爱惜
爱开玩笑的人        	N    	human|人,*tease|取乐
爱克斯光            	N    	lights|光,*diagnose|诊察,medical|医
爱克斯射线          	N    	lights|光,*diagnose|诊察,medical|医
爱哭                	ADJ  	aValue|属性值,behavior|举止,BadTemper|坏脾气,*weep|哭泣
爱哭                	ADJ  	aValue|属性值,behavior|举止,BadTemper|坏脾气,weep|哭泣
爱理不理            	ADJ  	aValue|属性值,behavior|举止,indifferent|漠,undesired|莠
爱丽舍宫            	N    	house|房屋,#politics|政,(France|法国)
爱怜                	V    	like|爱惜
爱恋                	V    	love|爱恋
爱侣                	N    	human|人,friend|友,*love|爱恋,desired|良
爱面子              	ADJ  	aValue|属性值,behavior|举止,flighty|浮,undesired|莠
爱莫能助            	V    	BeUnable|无能,content=help|帮助
爱慕                	V    	love|爱恋
爱女                	N    	human|人,family|家,female|女
爱情                	N    	emotion|情感,love|爱恋,desired|良
爱情歌曲            	N    	music|音乐,#love|爱恋
爱犬                	N    	livestock|牲畜,desired|良,$like|爱惜
爱人                	N    	human|人,family|家
爱人                	N    	human|人,friend|友,*love|爱恋,desired|良
爱沙尼亚            	ADJ  	aValue|属性值,attachment|归属,#country|国家,ProperName|专,(Estonia|爱沙尼亚)
爱沙尼亚            	N    	place|地方,country|国家,ProperName|专,(Europe|欧洲)
爱沙尼亚语          	N    	language|语言,#country|国家,ProperName|专
爱神                	ADJ  	humanized|拟人,#love|爱恋
爱斯基摩人          	N    	human|人,(Eskimo|爱斯基摩)
爱卫会              	N    	institution|机构,*manage|管理,#cleanness|洁净
爱惜                	V    	like|爱惜
爱心                	N    	emotion|情感,like|爱惜,desired|良
爱因斯坦            	N    	human|人,ProperName|专
爱憎                	N    	emotion|情感,like|爱惜,hate|仇恨
隘                  	ADJ  	aValue|属性值,width|宽度,narrow|窄
隘口                	N    	facilities|设施,route|路
隘路                	N    	facilities|设施,route|路
鞍                  	N    	part|部件,%LandVehicle|车,@sit|坐蹲
鞍                  	N    	tool|用具,@sit|坐蹲,#livestock|牲畜
鞍马                	N    	SportTool|运动器材
鞍山                	N    	place|地方,city|市,ProperName|专,(China|中国)
鞍子                	N    	part|部件,%LandVehicle|车,@sit|坐蹲
鞍子                	N    	tool|用具,@sit|坐蹲,#livestock|牲畜
氨                  	N    	chemical|化学物
氨苯磺胺            	N    	medicine|药物
氨基                	N    	chemical|化学物
氨基酸              	N    	chemical|化学物
氨水                	N    	material|材料,*feed|喂,#crop|庄稼
安                  	V    	AtEase|安心
安                  	ADJ  	aValue|属性值,circumstances|境况,peaceful|宁,desired|良
安                  	ADJ  	aValue|属性值,circumstances|境况,safe|安,desired|良
安                  	N    	character|文字,surname|姓,human|人,ProperName|专
安                  	V    	cherish|心怀
安                  	V    	give|给
安                  	V    	install|安装
安                  	V    	put|放置
安                  	V    	satisfied|满意
安                  	V    	soothe|安慰
安                  	CLAS 	unit|单位,&electricity|电
安大略湖            	N    	waters|水域,surfacial|面,ProperName|专,(US|美国)
安道尔              	ADJ  	aValue|属性值,attachment|归属,#country|国家,ProperName|专,(Andorra|安道尔)
安道尔              	N    	place|地方,capital|国都,ProperName|专,(Andorra|安道尔)
安道尔              	N    	place|地方,country|国家,ProperName|专,(Europe|欧洲)
安定                	ADJ  	aValue|属性值,circumstances|境况,peaceful|宁,desired|良
安定                	V    	keep|保持
安定团结            	N    	attribute|属性,circumstances|境况,peaceful|宁,&organization|组织
安度                	V    	pass|度过,manner=happy|福
安度晚年            	N    	pass|度过,patient=aged|老,manner=happy|福
安顿                	ADJ  	aValue|属性值,circumstances|境况,peaceful|宁,desired|良
安顿                	V    	arrange|安排
安放                	V    	put|放置
安分                	ADJ  	aValue|属性值,behavior|举止,faithful|忠,desired|良
安分守己            	V    	obey|遵循,content=law|律法
安抚                	V    	soothe|安慰
安哥拉              	ADJ  	aValue|属性值,attachment|归属,#country|国家,ProperName|专,(Angola|安哥拉)
安哥拉              	N    	place|地方,country|国家,ProperName|专,(Africa|非洲)
安哥拉人            	N    	human|人,(Angola|安哥拉)
安好                	ADJ  	aValue|属性值,circumstances|境况,safe|安,desired|良
安徽                	N    	place|地方,provincial|省,ProperName|专,(China|中国)
安家                	V    	GetMarried|结婚
安家                	V    	reside|住下
安家费              	N    	expenditure|费用,*reside|住下
安家落户            	V    	reside|住下
安检                	N    	fact|事情,check|查,#tour|旅游,#safe|安
安静                	ADJ  	aValue|属性值,circumstances|境况,peaceful|宁,desired|良
安静                	ADJ  	aValue|属性值,occasion|场面,quiet|静,desired|良
安居                	N    	fact|事情,reside|住下
安居乐业            	ADJ  	aValue|属性值,circumstances|境况,peaceful|宁,desired|良
安卡拉              	N    	place|地方,capital|国都,ProperName|专,(Turkey|土耳其)
安康                	V    	BeWell|健壮
安乐                	ADJ  	aValue|属性值,circumstances|境况,happy|福,desired|良
安乐死              	N    	fact|事情,kill|杀害,#medical|医
安乐窝              	N    	place|地方,family|家,happy|福,desired|良
安乐椅              	N    	furniture|家具,@sit|坐蹲
安理会              	N    	part|部件,%institution|机构,politics|政,heart|心,(institution|机构=UN|联合国)
安曼                	N    	place|地方,capital|国都,ProperName|专,(Jordan|约旦)
安眠                	V    	sleep|睡,manner=peaceful|宁
安眠药              	N    	medicine|药物,*CauseToDo|使动,#sleep|睡
安宁                	ADJ  	aValue|属性值,circumstances|境况,peaceful|宁,desired|良
安排                	V    	arrange|安排
安培                	N    	unit|单位,&electricity|电
安全                	ADJ  	aValue|属性值,circumstances|境况,safe|安,desired|良
安全                	N    	attribute|属性,circumstances|境况,safe|安,&entity|实体
安全带              	N    	part|部件,%vehicle|交通工具,*fasten|拴连
安全岛              	N    	facilities|设施,@walk|走,#route|路,safe|安
安全灯              	N    	fittings|配件,%tool|用具,*illuminate|照射,#TakePicture|拍摄
安全灯              	N    	tool|用具,*illuminate|照射,mine|矿
安全阀              	N    	part|部件,%implement|器具,#safe|安
安全理事会          	N    	part|部件,%institution|机构,politics|政,heart|心,(institution|机构=UN|联合国)
安然                	ADJ  	aValue|属性值,circumstances|境况,peaceful|宁,desired|良
安然                	ADJ  	aValue|属性值,circumstances|境况,safe|安,desired|良
安然无恙            	ADJ  	aValue|属性值,circumstances|境况,safe|安,desired|良
安如磐石            	ADJ  	aValue|属性值,circumstances|境况,safe|安,desired|良
安如泰山            	ADJ  	aValue|属性值,circumstances|境况,safe|安,desired|良
安设                	V    	install|安装
安身                	V    	reside|住下
安身立命            	V    	MakeLiving|谋生
安神                	V    	cure|医治,content=disease|疾病,medical|医
安神                	V    	soothe|安慰
安生                	ADJ  	aValue|属性值,circumstances|境况,peaceful|宁,desired|良
安适                	ADJ  	aValue|属性值,circumstances|境况,happy|福,desired|良
安危                	N    	attribute|属性,circumstances|境况,#safe|安,#dangerous|危,&human|人
安慰                	V    	AtEase|安心
安慰                	N    	emotion|情感,AtEase|安心
安慰                	V    	soothe|安慰
安慰奖              	N    	tool|用具,*reward|奖励,$GiveAsGift|赠,desired|良
安慰赛              	N    	fact|事情,compete|比赛,sport|体育
安稳                	ADJ  	aValue|属性值,circumstances|境况,peaceful|宁,desired|良
安息                	V    	rest|休息
安息                	V    	sleep|睡
安息香              	N    	chemical|化学物,$burn|焚烧
安闲                	ADJ  	aValue|属性值,circumstances|境况,idle|闲,desired|良
安详                	ADJ  	aValue|属性值,behavior|举止,steady|稳,desired|良
安享                	V    	pass|度过,manner=happy|福
安歇                	V    	sleep|睡
安心                	V    	AtEase|安心
安逸                	ADJ  	aValue|属性值,circumstances|境况,happy|福,desired|良
安营扎寨            	V    	reside|住下
安于                	V    	satisfied|满意
安于现状            	V    	satisfied|满意,cause=circumstances|境况
安葬                	V    	bury|埋入
安之若素            	V    	calm|镇静
安置                	V    	arrange|安排
安置费              	N    	expenditure|费用,*reside|住下
安装                	V    	install|安装
安装工人            	N    	human|人,*install|安装
安装者              	N    	human|人,*install|安装
安谧                	ADJ  	aValue|属性值,circumstances|境况,peaceful|宁,desired|良
安琪儿              	ADJ  	humanized|拟人,desired|良
安瓿                	N    	tool|用具,cubic|体,@store|保存,#medicine|药物,medical|医
俺                  	PRON 	{firstPerson|我}
俺们                	PRON 	{firstPerson|我,mass|众}
按                  	V    	delay|拖延
按                  	V    	hold|拿
按                  	V    	press|按压
按                  	V    	restrain|制止
按                  	PREP 	{AccordingTo}
按兵不动            	V    	refuse|拒做
按兵不动            	V    	refuse|拒做,content=fight|争斗,military|军
按部就班            	V    	obey|遵循,content=sequence|次序
按动                	V    	press|按压
按股分红            	V    	issue|分发
按键                	N    	part|部件,%tool|用具
按劳分配            	N    	issue|分发
按理                	ADV  	{comment|评论}
按脉                	V    	diagnose|诊察,medical|医
按摩                	V    	cure|医治,means=press|按压,medical|医
按钮                	N    	part|部件,%implement|器具
按钮                	N    	part|部件,%tool|用具
按期                	ADV  	aValue|属性值,behavior|举止,accurate|准,#time|时间,desired|良
按时                	ADV  	aValue|属性值,behavior|举止,accurate|准,#time|时间,desired|良
按时                	ADJ  	aValue|属性值,behavior|举止,accurate|准,#time|时间,desired|良
按说                	ADV  	{comment|评论}
按图索骥            	V    	LookFor|寻,means=follow|跟随
按蚊                	N    	InsectWorm|虫
按压                	V    	press|按压
按语                	N    	text|语文,*explain|说明
按照                	PREP 	{AccordingTo}
按照常规办事        	V    	obey|遵循,content=regulation|规矩
按捺                	V    	restrain|制止
按捺不住            	V    	BeUnable|无能,content=restrain|制止
按捺不住            	V    	EndureNot|不忍
暗                  	ADJ  	aValue|属性值,behavior|举止,secret|秘,undesired|莠
暗                  	ADJ  	aValue|属性值,brightness|明暗,dark|暗
暗暗                	ADJ  	aValue|属性值,behavior|举止,secret|秘,undesired|莠
暗病                	N    	disease|疾病
暗藏                	V    	hide|藏匿
暗潮                	N    	water|水
暗处                	N    	location|位置,dark|暗
暗处                	N    	location|位置,secret|秘
暗淡                	ADJ  	aValue|属性值,brightness|明暗,dark|暗
暗淡                	ADJ  	aValue|属性值,circumstances|境况,miserable|惨,undesired|莠
暗地里              	ADV  	aValue|属性值,behavior|举止,secret|秘,undesired|莠
暗害                	V    	damage|损害,manner=secret|秘
暗害                	V    	kill|杀害,manner=secret|秘
暗河                	N    	waters|水域,linear|线
暗红                	ADJ  	aValue|属性值,color|颜色,red|红
暗红                	N    	attribute|属性,color|颜色,red|红,&physical|物质
暗疾                	N    	disease|疾病
暗间儿              	N    	room|房间
暗箭                	N    	weapon|武器,hidden|隐
暗礁                	N    	stone|土石,#waters|水域
暗流                	N    	water|水,linear|线
暗器                	N    	weapon|武器,hidden|隐
暗杀                	V    	kill|杀害,manner=secret|秘,crime|罪
暗示                	V    	express|表示,manner=tactful|婉
暗室                	N    	room|房间,#TakePicture|拍摄
暗送秋波            	V    	please|取悦,manner=secret|秘
暗算                	V    	damage|损害,manner=secret|秘
暗滩                	N    	part|部件,%land|陆地,#waters|水域,edge|边
暗探                	N    	human|人,#occupation|职位,*scout|侦察,police|警
暗无天日            	ADJ  	aValue|属性值,SocialMode|风气,bad|坏,undesired|莠
暗箱                	N    	part|部件,%tool|用具,body|身,#TakePicture|拍摄
暗笑                	V    	laugh|笑,manner=hidden|隐
暗笑                	V    	laugh|笑,manner=secret|秘
暗影                	N    	trace|痕,#lights|光
暗语                	N    	expression|词语
暗喻                	N    	expression|词语,*CompareTo|比拟
暗中                	ADV  	aValue|属性值,behavior|举止,secret|秘,undesired|莠
暗自                	ADV  	aValue|属性值,behavior|举止,secret|秘,undesired|莠
暗娼                	N    	human|人,female|女,crime|罪,#SeekPleasure|寻欢,undesired|莠,(be a prostitute|卖淫)
岸                  	N    	part|部件,%land|陆地,#waters|水域,edge|边
岸边                	N    	part|部件,%land|陆地,#waters|水域,edge|边
岸标                	N    	mark|标志,#VehicleGo|驶,#waters|水域
胺                  	N    	medicine|药物
案                  	N    	document|文书
案                  	N    	fact|事情
案                  	N    	fact|事情,#police|警
案                  	N    	furniture|家具,@put|放置
案                  	N    	text|语文,$propose|提出,$discuss|商讨,$debate|辩论
案板                	N    	tool|用具,#cook|烹调
案发                	V    	happen|发生,experiencer=fact|事情,police|警
案犯                	N    	human|人,crime|罪,#police|警,$detain|扣住,undesired|莠
案件                	N    	fact|事情,#police|警
案卷                	N    	document|文书
案例                	N    	fact|事情,#police|警
案情                	N    	part|部件,%fact|事情,flesh|肉,#police|警
案头                	N    	location|位置,%furniture|家具
案由                	N    	cause|原因
案由                	N    	part|部件,%fact|事情,flesh|肉,#police|警
案子                	N    	fact|事情,#police|警
案子                	N    	furniture|家具,@put|放置
肮                  	N    	character|文字,(China|中国)
肮脏                	ADJ  	aValue|属性值,behavior|举止,evil|恶,undesired|莠
肮脏                	ADJ  	aValue|属性值,cleanness|洁净,dirty|龊,undesired|莠
昂                  	V    	CausePartMove|部件他移,direction=upper|上
昂                  	V    	prosper|发达
昂昂                	ADJ  	aValue|属性值,behavior|举止,strong|强
昂奋                	V    	prosper|发达
昂贵                	ADJ  	aValue|属性值,price|价格,expensive|贵,undesired|莠
昂起                	V    	CausePartMove|部件他移,direction=upper|上
昂然                	ADV  	aValue|属性值,courage|胆量,brave|勇,desired|良
昂首                	V    	CausePartMove|部件他移,direction=upper|上,partof=head|头
昂首阔步            	V    	GoForward|前进,manner=arrogant|傲
昂扬                	V    	FeelingByGood|好情
盎                  	ADJ  	qValue|数量值,amount|多少,many|多
盎格鲁撒克逊人      	N    	human|人
盎然                	ADJ  	qValue|数量值,amount|多少,many|多
盎斯                	CLAS 	unit|单位,&weight|重量
盎司                	CLAS 	unit|单位,&weight|重量
凹                  	ADJ  	aValue|属性值,form|形状,dented|凹
凹面镜              	N    	tool|用具,*look|看,#shrink|缩小
凹透镜              	N    	tool|用具,*look|看,#shrink|缩小
凹凸不平            	ADJ  	aValue|属性值,form|形状,dissimilar|差
凹陷                	V    	FormChange|形变,StateFin=dented|凹
凹陷                	ADJ  	aValue|属性值,form|形状,dented|凹
敖                  	N    	character|文字,surname|姓,human|人,ProperName|专
敖                  	V    	walk|走
熬                  	V    	cook|烹调
